,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,Unnamed: 12,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p)
124,2020-05-14,219000.0,500.0,866427,279708,302119,-22411,223742,271275,-47533,69944,,,362977,293033,41.89354671541861,-7.8973562050864246,33.82085276659199,4.399803692321356
125,2020-05-13,218500.0,-1000.0,1014692,198159,278171,-80012,315052,439019,-123967,203979,,,501481,297502,49.42199209218167,7.5284453767630595,29.319438805075826,-4.501413961516164
126,2020-05-12,219500.0,5000.0,1056584,199099,224432,-25333,423565,478655,-55090,80423,,,433920,353497,41.068197133403494,-8.353794958778174,33.4565921876538,4.137153382577971
127,2020-05-11,214500.0,500.0,599328,155067,182558,-27491,158199,200761,-42562,70053,,,286062,216009,47.730458113086655,6.662260979683161,36.04186689091783,2.5852747032640337
128,2020-05-08,214000.0,-1500.0,732394,161167,230068,-68901,271779,271417,362,68539,,,299448,230909,40.88618967386407,-6.8442684392225885,31.527975379372304,-4.513891511545527
129,2020-05-07,215500.0,3500.0,984024,182367,216338,-33971,455589,409576,46013,-12042,,,346068,358110,35.16865442306285,-5.71753525080122,36.392405063291136,4.864429683918832
130,2020-05-06,212000.0,13000.0,992225,324003,240140,83863,303945,330489,-26544,-57319,,,364277,421596,36.71314470004283,1.5444902769799853,42.489959434604046,6.09755437131291
131,2020-05-04,199000.0,1500.0,1104027,157727,343924,-186197,685158,490348,194810,-8613,,,261142,269755,23.65358818217308,-13.059556517869751,24.43373214604353,-18.056227288560518
132,2020-04-29,197500.0,-500.0,676743,139629,240519,-100890,341697,244827,96870,4020,,,195417,191397,28.876102153993465,5.2225139718203835,28.28208049436788,3.8483483483243504
133,2020-04-28,198000.0,500.0,433549,114064,154772,-40708,175300,151644,23656,17052,,,144185,127133,33.2569098302614,4.380807676267935,29.323790390474898,1.0417098961070188
134,2020-04-27,197500.0,5000.0,927347,289412,256588,32824,323749,344147,-20398,-12426,,,314186,326612,33.88009019277574,0.62318036251434,35.22004168881767,5.896251298342776
135,2020-04-24,192500.0,2500.0,928695,280120,255379,24741,286629,254250,32379,-57120,,,361946,419066,38.97361351143271,5.09352331865697,45.1241796284033,9.904137939585624
136,2020-04-23,190000.0,8000.0,1521478,542023,298162,243861,380727,375407,5320,-249181,,,598728,847909,39.35173561497439,0.37812210354167775,55.72929743315381,10.605117804750513
137,2020-04-22,182000.0,3500.0,611589,216554,184653,31901,211125,223812,-12687,-19214,,,183910,203124,30.070848233045393,-9.280887381928995,33.21250055184119,-22.516796881312622
138,2020-04-21,178500.0,-1500.0,759150,250514,218587,31927,274121,274326,-205,-31722,,,234515,266237,30.8917868668906,0.8209386338452092,35.07040769281433,1.8579071409731398
139,2020-04-20,180000.0,1000.0,663723,143455,194918,-51463,289987,216279,73708,-22245,,,230281,252526,34.695347306029774,3.803560439139172,38.0468960695953,2.9764883767809707
140,2020-04-17,179000.0,8500.0,900031,267363,153737,113626,271155,207106,64049,-177675,,,361513,539188,40.166727590494105,5.471380284464331,59.90771428984113,21.860818220245832
141,2020-04-16,170500.0,2000.0,841066,252440,132738,119702,378618,397431,-18813,-100889,,,210008,310897,24.96926519440805,-15.197462396086056,36.96463773354291,-22.943076556298223
142,2020-04-14,168500.0,2500.0,520725,223214,77224,145990,132018,187378,-55360,-90630,,,165493,256123,31.781266503432715,6.812001309024666,49.185846656104474,12.221208922561566
143,2020-04-13,166000.0,-500.0,413768,138728,170846,-32118,134016,82430,51586,-19468,,,141024,160492,34.082867693973434,2.301601190540719,38.7879198004679,-10.397926855636577
144,2020-04-10,166500.0,-1000.0,483720,179789,235582,-55793,93120,129062,-35942,91735,,,210811,119076,43.58120400231539,9.498336308341955,24.616720416770033,-14.171199383697864
145,2020-04-09,167500.0,1000.0,682921,265528,287212,-21684,190166,270793,-80627,102311,,,227227,124916,33.27280900719117,-10.308394995124218,18.29142755897095,-6.325292857799084
146,2020-04-08,166500.0,-3000.0,588577,161619,322304,-160685,144252,139162,5090,155595,,,282706,127111,48.03211814257098,14.759309135379809,21.596324694984684,3.304897136013736
147,2020-04-07,169500.0,-3500.0,873091,185339,409425,-224086,173781,241122,-67341,291427,,,513971,222544,58.867975961268634,10.835857818697654,25.489210173968118,3.892885478983434
148,2020-04-06,173000.0,1000.0,655547,234436,188425,46011,101153,251383,-150230,104219,,,319958,215739,48.80778952538872,-10.060186435879913,32.909768483419185,7.420558309451067
149,2020-04-03,172000.0,-1500.0,663454,284095,172917,111178,163915,349405,-185490,74312,,,215444,141132,32.473087810157146,-16.334701715231574,21.272311268000493,-11.637457215418692
150,2020-04-02,173500.0,10500.0,1086863,350250,268480,81770,450247,429294,20953,-102723,,,286366,389089,26.347938976669553,-6.125148833487593,35.79926816903327,14.526956901032776
151,2020-04-01,163000.0,-7000.0,720283,171792,265524,-93732,344108,331260,12848,80884,,,204383,123499,28.37537467911918,2.027435702449626,17.145899597796976,-18.653368571236292
152,2020-03-31,170000.0,7500.0,858165,234791,239772,-4981,448027,407215,40812,-35831,,,175347,211178,20.43278390519306,-7.942590773926121,24.608088188168942,7.462188590371966
153,2020-03-30,162500.0,-1500.0,630830,249220,156468,92752,224861,335851,-110990,18238,,,156749,138511,24.84805732130685,4.415273416113791,21.956945611337446,-2.6511425768314965
154,2020-03-27,164000.0,11500.0,1217815,272162,392332,-120170,735223,395112,340111,-219941,,,210430,430371,17.279307612404182,-7.5687497089026685,35.33960412706364,13.382658515726192
155,2020-03-26,152500.0,-3500.0,988725,239037,339867,-100830,414280,420430,-6150,106980,,,335408,228428,33.92328503881261,16.643977426408426,23.1032895901287,-12.236314536934938
156,2020-03-25,156000.0,0.0,1039579,275923,330588,-54665,283470,402844,-119374,174039,,,480186,306147,46.190429010205094,12.267143971392485,29.449132773940217,6.3458431838115175
157,2020-03-24,156000.0,13000.0,960786,386049,224534,161515,378975,490868,-111893,-49622,,,195762,245384,20.375192810886087,-25.815236199319006,25.539922521768638,-3.9092102521715795
158,2020-03-23,143000.0,-11000.0,1033851,253950,260763,-6813,467128,522782,-55654,62467,,,312773,250306,30.253198961939386,9.878006151053299,24.21103234411922,-1.3288901776494164
159,2020-03-20,154000.0,10000.0,997895,480191,264693,215498,260251,519524,-259273,43775,,,257453,213678,25.799608175208817,-4.453590786730569,21.41287409998046,-2.7981582441387616
160,2020-03-19,144000.0,-2000.0,1154230,445222,285662,159560,507975,501808,6167,-165727,,,201033,366760,17.41706592273637,-8.382542252472447,31.77529608483578,10.36242198485532
161,2020-03-18,146000.0,-5000.0,666723,181495,178661,2834,290775,312256,-21481,18647,,,194453,175806,29.16548551647386,11.748419593737491,26.36867184722891,-5.40662423760687
162,2020-03-17,151000.0,-4000.0,979243,257652,121884,135768,384980,597148,-212168,76400,,,336611,260211,34.37461385988973,5.209128343415866,26.572668888110513,0.2039970408816032
163,2020-03-16,155000.0,-11000.0,812823,266580,191200,75380,270260,446273,-176013,100633,,,275983,175350,33.95364058349727,-0.4209732763924592,21.572962379263384,-4.9997065088471295
164,2020-03-13,166000.0,-500.0,1242510,526196,244192,282004,480739,724482,-243743,-38261,,,235575,273836,18.95960595890576,-14.994034624591507,22.038937312375754,0.4659749331123706
165,2020-03-12,166500.0,-3500.0,980814,408577,370121,38456,469186,504133,-34947,-3509,,,103051,106560,10.506681185219623,-8.452924773686139,10.864445246499336,-11.174492065876418
166,2020-03-11,170000.0,-2000.0,483822,174420,232231,-57811,231088,190496,40592,17219,,,78314,61095,16.186531410312057,5.679850225092434,12.627577910884582,1.763132664385246
167,2020-03-10,172000.0,4000.0,666532,294323,202959,91364,271287,310678,-39391,-51973,,,100922,152895,15.141358554427994,-1.0451728558840632,22.93888365449821,10.311305743613627
168,2020-03-09,168000.0,-11500.0,668089,232208,184001,48207,203269,397592,-194323,146116,,,232612,86496,34.81751682784779,19.676158273419794,12.946778049032389,-9.99210560546582
169,2020-03-06,179500.0,-1500.0,293897,84221,141520,-57299,168834,100525,68309,-11010,,,40842,51852,13.896705308322305,-20.920811519525486,17.64291571536967,4.6961376663372825
170,2020-03-05,181000.0,2500.0,483840,109122,156375,-47253,303514,271249,32265,14988,,,71204,56216,14.716435185185187,0.8197298768628816,11.61871693121693,-6.024198784152741
171,2020-03-04,178500.0,3500.0,450252,136713,111308,25405,242703,244438,-1735,-23670,,,70836,94506,15.732523120385917,1.01608793520073,20.98957916899869,9.370862237781761
172,2020-03-03,175000.0,0.0,544379,171115,180631,-9516,225979,280291,-54312,63828,,,147285,83457,27.05559913222222,11.323076011836303,15.330679544949383,-5.658899624049308
173,2020-03-02,175000.0,1000.0,659376,206487,144319,62168,339317,417312,-77995,15827,,,113572,97745,17.224163451505667,-9.831435680716552,14.823863774235036,-0.506815770714347
174,2020-02-28,174000.0,-8000.0,830654,261067,203694,57373,424488,492700,-68212,10839,,,145099,134260,17.46804325266597,0.24387980116030405,16.163167817165753,1.339304042930717
175,2020-02-27,182000.0,-5000.0,535696,224351,179125,45226,181195,277784,-96589,51363,,,130150,78787,24.295495952928526,6.827452700262555,14.707408679549594,-1.455759137616159
176,2020-02-26,187000.0,-3500.0,494066,210535,151466,59069,183799,284141,-100342,41273,,,99732,58459,20.185967057032865,-4.109528895895661,11.83222484445398,-2.875183835095614
177,2020-02-25,190500.0,6500.0,704859,235935,204296,31639,392722,300304,92418,-124057,,,76202,200259,10.810956517544644,-9.37501053948822,28.411214157725162,16.57898931327118
178,2020-02-24,184000.0,-5500.0,567036,198723,158106,40617,285661,307745,-22084,-18533,,,82652,101185,14.576146840764961,3.7651903232203168,17.844546025296452,-10.56666813242871
179,2020-02-21,189500.0,-500.0,434019,125948,129544,-3596,248000,231910,16090,-12494,,,60071,72565,13.840638313069242,-0.7355085276957194,16.719314131408993,-1.1252318938874595
180,2020-02-20,190000.0,500.0,427402,171806,205611,-33805,121790,129737,-7947,41752,,,133806,92054,31.30682589225132,17.46618757918208,21.538036789720216,4.8187226583112235
181,2020-02-19,189500.0,3000.0,560743,293958,93854,200104,154990,264379,-109389,-90715,,,111795,202510,19.93694080889106,-11.369885083360263,36.11458368628766,14.576546896567443
182,2020-02-18,186500.0,-2000.0,345642,72897,142471,-69574,179722,148774,30948,38626,,,93023,54397,26.913106624773608,6.976165815882549,15.737960085869194,-20.376623600418466
183,2020-02-17,188500.0,2000.0,312407,133439,81262,52177,85513,89945,-4432,-47745,,,93455,141200,29.914502555960652,3.0013959311870444,45.19745076134657,29.45949067547738
184,2020-02-14,186500.0,2000.0,659429,182718,101764,80954,397421,430366,-32945,-48009,,,79290,127299,12.02403897917744,-17.890463576783212,19.30442852831768,-25.893022233028894
185,2020-02-13,184500.0,-500.0,555923,210958,240804,-29846,223967,238526,-14559,44405,,,120998,76593,21.765244467309323,9.741205488131882,13.777627477186588,-5.526801051131091
186,2020-02-12,185000.0,500.0,351892,129673,121983,7690,158329,167264,-8935,1245,,,63890,62645,18.156138815318336,-3.609105651990987,17.802337080695214,4.024709603508626
187,2020-02-11,184500.0,1000.0,400386,107439,65525,41914,235090,256424,-21334,-20580,,,57857,78437,14.450305455235698,-3.7058333600826376,19.590345316769316,1.788008236074102
188,2020-02-10,183500.0,-1500.0,433051,144040,74047,69993,182483,290267,-107784,37791,,,106528,68737,24.599412078484985,10.149106623249287,15.87272630706314,-3.7176190097061763
189,2020-02-07,185000.0,3500.0,728633,146086,162585,-16499,462630,374395,88235,-71736,,,119917,191653,16.457805232538192,-8.141606845946793,26.303090856439386,10.430364549376247
190,2020-02-06,181500.0,0.0,659850,211064,90800,120264,241651,516800,-275149,154885,,,207135,52250,31.39122527847238,14.933420045934188,7.918466318102599,-18.384624538336787
191,2020-02-05,181500.0,1000.0,653809,208561,230263,-21702,325551,314519,11032,10670,,,119697,109027,18.307640304737316,-13.083584973735064,16.675665217211755,8.757198899109156
192,2020-02-04,180500.0,3000.0,563463,187472,210143,-22671,205027,223856,-18829,41500,,,170964,129464,30.341655086491926,12.03401478175461,22.97648647737296,6.300821260161204
193,2020-02-03,177500.0,-2000.0,485913,208521,106625,101896,186669,317552,-130883,28987,,,90723,61736,18.670626223212796,-11.67102886327913,12.70515503804179,-10.271331439331169
194,2020-01-31,179500.0,-500.0,537062,216198,120500,95698,255040,331804,-76764,-18934,,,65824,84758,12.256313051379543,-6.414313171833253,15.78179055676998,3.0766355187281906
195,2020-01-30,180000.0,0.0,772160,369921,271226,98695,250975,346202,-95227,-3468,,,151264,154732,19.58972233733941,7.333409285959867,20.038852051388314,4.257061494618334
196,2020-01-29,180000.0,1500.0,434897,130402,180821,-50419,201502,193750,7752,42667,,,102993,60326,23.68215922390819,4.09243688656878,13.871330452957828,-6.167521598430486
197,2020-01-28,178500.0,-4500.0,476253,142003,137646,4357,193482,221304,-27822,23465,,,140768,117303,29.557399113496395,5.8752398895882045,24.630396029001393,10.759065576043565
198,2020-01-23,183000.0,-3000.0,375929,90147,159224,-69077,173239,163207,10032,59045,,,112543,53498,29.93730199053545,0.37990287703905423,14.230878703159371,-10.399517325842021
199,2020-01-22,186000.0,4000.0,429852,142062,96780,45282,195076,205751,-10675,-34607,,,92714,127321,21.568819035388927,-8.368482955146522,29.619729581344277,15.388850878184906
200,2020-01-21,182000.0,-5500.0,547678,86967,76885,10082,312347,289986,22361,-32443,,,148364,180807,27.089640263074287,5.52082122768536,33.01337647303708,3.3936468916928
201,2020-01-20,187500.0,-3500.0,454733,135152,142161,-7009,174999,255757,-80758,87767,,,144582,56815,31.794921415423993,4.705281152349706,12.494144915807738,-20.51923155722934
202,2020-01-17,191000.0,-500.0,286019,74487,123136,-48649,150235,128043,22192,26457,,,61297,34840,21.43109373852786,-10.363827676896133,12.181008953950611,-0.31313596185712633
203,2020-01-16,191500.0,0.0,245107,63540,98645,-35105,119827,113575,6252,28853,,,61740,32887,25.188999090193263,3.7579053516654035,13.417405459656395,1.236396505705784
204,2020-01-15,191500.0,1000.0,323778,97577,129641,-32064,168877,146412,22465,9599,,,57324,47725,17.704723606915852,-7.484275483277411,14.740037927221739,1.3226324675653434
205,2020-01-14,190500.0,2500.0,501286,167931,150483,17448,232227,204890,27337,-44785,,,101128,145913,20.173713209624843,2.468989602708991,29.107734905822223,14.367696978600485
206,2020-01-13,188000.0,0.0,337749,87005,122767,-35762,195289,158188,37101,-1339,,,55455,56794,16.41899753959301,-3.754715670031832,16.81544578962484,-12.292289116197384
207,2020-01-10,188000.0,2000.0,398739,107785,172356,-64571,233263,128010,105253,-40682,,,57691,98373,14.4683615096592,-1.9506360299338112,24.67102540759745,7.855579617972612
208,2020-01-09,186000.0,3000.0,531355,156160,206000,-49840,270882,223015,47867,1973,,,104313,102340,19.63150812545285,5.16314661579365,19.260193279445943,-5.410832128151508
209,2020-01-08,183000.0,-4000.0,820867,278797,361022,-82225,310956,326573,-15617,97842,,,231114,133272,28.15486552632765,8.5233574008748,16.235516837685033,-3.02467644176091
210,2020-01-07,187000.0,6500.0,328624,136909,105983,30926,125686,76051,49635,-80561,,,66029,146590,20.092567797847995,-8.062297728479656,44.607210672379374,28.37169383469434
211,2020-01-06,180500.0,-1000.0,287970,96303,145965,-49662,119331,95144,24187,25475,,,72336,46861,25.11928325867278,5.026715460824786,16.27287564676876,-28.334335025610613
212,2020-01-03,181500.0,-1000.0,454492,99668,264574,-164906,202806,137600,65206,99700,,,152018,52318,33.44789347227234,8.32861021359956,11.511313730494706,-4.761561916274054
213,2020-01-02,182500.0,-4000.0,300640,76903,167156,-90253,122003,99528,22475,67778,,,101734,33956,33.83914316125598,0.3912496889836419,11.294571580627993,-0.2167421498667128
214,2019-12-30,186500.0,3000.0,376541,113824,90646,23178,160918,158953,1965,-25143,,,101799,126942,27.035302928499156,-6.803840232756826,33.71266342841815,22.41809184779016
215,2019-12-27,183500.0,3000.0,323473,135144,166621,-31477,97810,86901,10909,20568,,,90519,69951,27.983479301209062,0.9481763727099057,21.624988793500542,-12.087674634917612
216,2019-12-26,180500.0,-1500.0,173426,91048,27769,63279,32588,47941,-15353,-47926,,,49790,97716,28.709651378686008,0.7261720774769458,56.34449275195183,34.71950395845129
217,2019-12-24,182000.0,-2000.0,193440,85323,55178,30145,52471,91318,-38847,8702,,,55646,46944,28.76654259718776,0.056891218501753826,24.267990074441688,-32.07650267751015
218,2019-12-23,184000.0,500.0,250256,110930,68181,42749,85803,88215,-2412,-40337,,,53523,93860,21.38729940540886,-7.379243191778901,37.505594271466016,13.237604197024329
219,2019-12-20,183500.0,4500.0,560761,144299,121541,22758,297316,238834,58482,-81240,,,119146,200386,21.247198004140802,-0.14010140126805837,35.73465344415892,-1.7709408273070935
220,2019-12-19,179000.0,500.0,296857,76983,103731,-26748,172837,138028,34809,-8061,,,47037,55098,15.845002812802122,-5.402195191338681,18.560451665279917,-17.174201778879006
221,2019-12-18,178500.0,-2000.0,310567,65370,118621,-53251,170171,134571,35600,17651,,,75026,57375,24.15775017951038,8.312747366708258,18.474274472175086,-0.08617719310483096
222,2019-12-17,180500.0,1000.0,370752,109812,120000,-10188,196540,115371,81169,-70981,,,64400,135381,17.370101847056794,-6.7876483324535855,36.5152446918695,18.04097021969441
223,2019-12-16,179500.0,4000.0,335819,134084,43276,90808,147061,118453,28608,-119416,,,54674,174090,16.280794118260133,-1.089307728796662,51.84042594373754,15.325181251868045
224,2019-12-13,175500.0,0.0,317833,154411,129227,25184,107631,98697,8934,-34118,,,55791,89909,17.553558000585213,1.27276388232508,28.288126154301157,-23.552299789436386
225,2019-12-12,175500.0,1500.0,609714,354850,403685,-48835,227070,102509,124561,-75726,,,27794,103520,4.558530720960976,-12.995027279624237,16.978452192339358,-11.3096739619618
226,2019-12-11,174000.0,-500.0,200711,111588,86063,25525,65704,65393,311,-25836,,,23419,49255,11.66802018823084,7.109489467269864,24.540259377911525,7.561807185572167
227,2019-12-10,174500.0,-500.0,215711,69189,52588,16601,117845,104868,12977,-29578,,,28677,58255,13.29417600400536,1.6261558157745206,27.006040489358448,2.4657811114469226
228,2019-12-09,175000.0,1000.0,271990,71940,74304,-2364,173822,104074,69748,-67384,,,26228,93612,9.643001580940476,-3.6511744230648837,34.417441817713886,7.4114013283554385
229,2019-12-06,174000.0,3500.0,208849,103867,92287,11580,83174,40698,42476,-54056,,,21808,75864,10.441993976509343,0.7989923955688667,36.32480883317612,1.9073670154622349
230,2019-12-05,170500.0,-4000.0,271499,134145,101323,32822,76322,130850,-54528,21706,,,61032,39326,22.47964080899009,12.037646832480748,14.484767899697603,-21.84004093347852
231,2019-12-04,174500.0,2500.0,228851,67216,69153,-1937,126139,70001,56138,-54201,,,35496,89697,15.510528684602646,-6.969112124387445,39.19449772996404,24.70972983026644
232,2019-12-03,172000.0,500.0,245675,109659,95245,14414,92277,76250,16027,-30441,,,43739,74180,17.803602320138395,2.29307363553575,30.19436247074387,-9.000135259220173
233,2019-12-02,171500.0,-500.0,275601,115780,71677,44103,116583,139579,-22996,-21107,,,43238,64345,15.68862231994804,-2.1149800001903554,23.34715766633648,-6.84720480440739
234,2019-11-29,172000.0,-1000.0,349615,105806,104829,977,163199,186286,-23087,22110,,,80610,58500,23.056791041574304,7.3681687216262635,16.732691675128354,-6.6144659912081245
235,2019-11-28,173000.0,500.0,252885,107822,102409,5413,91192,98615,-7423,2010,,,53871,51861,21.30256836111276,-1.7542226804615453,20.507740672637762,3.7750489975094084
236,2019-11-27,172500.0,-500.0,299949,118732,107136,11596,135864,135079,785,-12381,,,45353,57734,15.120237106974852,-6.182331254137907,19.24793881626543,-1.2598018563723308
237,2019-11-26,173000.0,-1000.0,774461,236221,109557,126664,456762,543755,-86993,-39671,,,81478,121149,10.52060723522553,-4.599629871749322,15.64300849235791,-3.6049303239075225
238,2019-11-25,174000.0,6500.0,490795,205809,85170,120639,219299,267199,-47900,-72739,,,65687,138426,13.383795678440084,2.863188443214554,28.204443810552267,12.561435318194357
239,2019-11-22,167500.0,-2500.0,481529,162141,113133,49008,210949,258029,-47080,-1928,,,108439,110367,22.51972363035248,9.135927951912397,22.920114884046445,-5.284328926505822
240,2019-11-21,170000.0,500.0,543754,145824,152127,-6303,280656,284008,-3352,9655,,,117274,107619,21.567473526631527,-0.952250103720953,19.791854404749206,-3.1282604792972393
241,2019-11-20,169500.0,-1000.0,602206,184782,140618,44164,244208,335429,-91221,47057,,,173216,126159,28.763579240326397,7.19610571369487,20.949475760786175,1.1576213560369695
242,2019-11-19,170500.0,-8000.0,1055749,360810,318257,42553,342563,557413,-214850,172297,,,352376,180079,33.376872722588416,4.613293482262019,17.056989871645627,-3.8924858891405485
243,2019-11-18,178500.0,5000.0,876975,247249,167075,80174,280452,305202,-24750,-55424,,,349274,404698,39.82713304256107,6.4502603199726565,46.147039539325526,29.0900496676799
244,2019-11-15,173500.0,-6500.0,886846,400832,121451,279381,160929,534180,-373251,93870,,,325085,231215,36.65630785953818,-3.1708251830228917,26.071606569799037,-20.07543296952649
245,2019-11-14,180000.0,22000.0,2042648,650428,539558,110870,796399,377561,418838,-529708,,,595821,1125529,29.169049194966533,-7.487258664571648,55.10146633193776,29.02985976213872
246,2019-11-13,158000.0,-4000.0,500221,177564,168791,8773,188513,228906,-40393,31620,,,134144,102524,26.816946909466015,-2.352102285500518,20.495740882529923,-34.605725449407835
247,2019-11-12,162000.0,-1000.0,236652,110318,57979,52339,76920,139807,-62887,10548,,,49414,38866,20.880448929229416,-5.936497980236599,16.42327130132008,-4.072469581209841
248,2019-11-11,163000.0,-500.0,231149,79290,86105,-6815,123678,94403,29275,-22460,,,28181,50641,12.191703187121727,-8.68874574210769,21.908379443562378,5.4851081422422965
249,합계,,,205436886,61325184,62405665,-1080481,64815443,70638378,-5822935,6903416,,,79296259,72392843,38.59884198205769,26.407138794935967,35.23848341431733,13.330103970754951
