,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
165,83,83,2020-07-10,98300.0,-1300.0,1099298,180950,429293,-248343,30175,248520,-218345,466688,,888173,421485,80.794561620234,31.282496957537298,38.34128689399962,-36.36369173248493,42.453274726234376,-22.591053563274016,-19.862221162960363
166,82,82,2020-07-13,101500.0,3200.0,1376002,350405,263496,86909,344310,84564,259746,-346655,,681287,1027942,49.512064662696716,-15.846509739790342,74.70497862648455,17.83842231334579,-25.19291396378784,6.316051866203683,18.87686209758416
167,81,81,2020-07-14,101500.0,0.0,1050563,198171,265865,-67694,165759,187279,-21520,89214,,686633,597419,65.35857440248705,9.591442672661238,56.86655631313876,-22.836696162538303,8.492018089348283,-6.443592626049081,-2.0484254632992025
168,80,80,2020-07-15,109000.0,7500.0,4494730,1312241,626806,685435,675907,285478,390429,-1075864,,2506582,3582446,55.76713172982581,1.525935612414088,79.70325247567706,20.74340266633439,-23.936120745851248,15.249748038258138,8.686372707593115
169,79,79,2020-07-16,110000.0,1000.0,3254530,990560,784204,206356,498674,551460,-52786,-153570,,1765296,1918866,54.241196117411725,4.2159120318973615,58.95984980934267,-13.1353815206987,-4.718653691930938,6.34057759492154,-1.6219239029906007
170,78,78,2020-07-17,117500.0,7500.0,4265529,1169531,950447,219084,962155,239839,722316,-941400,,2133843,3075243,50.025284085514365,-12.159680837930011,72.09523133004137,12.68720802322288,-22.069947244527,5.136150756447793,16.933796488079203
171,77,77,2020-07-20,121500.0,4000.0,4461527,1293929,1372505,-78576,393199,438517,-45318,123894,,2774399,2650505,62.18496492344438,1.6915783214019695,59.40802330681849,-4.326697757315202,2.7769416166258774,-1.76119073133481,-1.0157508852910675
172,76,76,2020-07-21,121500.0,0.0,3138553,822074,655343,166731,417862,482862,-65000,-101731,,1898617,2000348,60.493386602042406,-1.2034731727545491,63.7347210641337,10.515229297042527,-3.2413344620912885,5.312352539530159,-2.071018077438871
173,75,75,2020-07-22,118500.0,-3000.0,2395083,747491,739784,7707,169901,380648,-210747,203040,,1477691,1274651,61.69685977479696,11.275504726793024,53.21949176709117,-7.1729561583611305,8.477368007705786,0.3217842554934422,-8.799152263199227
174,74,74,2020-07-23,124500.0,6000.0,4505464,1638712,1323106,315606,595036,461398,133638,-449244,,2271716,2720960,50.42135504800393,-2.467275273781638,60.3924479254523,8.282128462896644,-9.97109287744836,7.004961087248727,2.966131790199633
175,73,73,2020-07-24,122500.0,-2000.0,3908721,1343899,1295920,47979,497553,575954,-78401,30422,,2067269,2036847,52.88863032178558,2.3134025302116186,52.110319462555644,2.864965345201264,0.7783108592299118,1.2274859218654899,-2.005796781095402
176,72,72,2020-07-27,123500.0,1000.0,2046059,833751,806250,27501,177509,232220,-54711,27210,,1034799,1007589,50.57522779157395,-9.839948233067176,49.2453541173544,4.558158087943205,1.3298736742195607,1.3440961379901557,-2.6739698122097164
177,71,71,2020-07-28,123000.0,-500.0,1765179,513155,671731,-158576,185588,304639,-119051,277627,,1066436,788809,60.41517602464114,15.065853506281245,44.68719602941118,-14.774149153175804,15.727979995229946,-8.983564839599836,-6.744415155630108
178,70,70,2020-07-29,125000.0,2000.0,1897616,745033,557504,187529,292027,211764,80263,-267792,,860556,1128348,45.34932251835989,-7.680939973544795,59.461345182587,0.8678405735210291,-14.112022664227116,9.882347113430749,4.229675550796368
179,69,69,2020-07-30,127500.0,2500.0,2728427,975830,841520,134310,305705,288226,17479,-151789,,1446892,1598681,53.03026249190468,-3.3582275820306497,58.59350460906596,14.091302547191026,-5.5632421171612805,4.922616584574189,0.6406255325870914
180,68,68,2020-07-31,126500.0,-1000.0,1712713,465348,560860,-95512,281592,389658,-108066,203578,,965773,762195,56.38849007393533,5.001009911328914,44.50220206187493,-7.197002836656637,11.8862880120604,-5.576649444477855,-6.309638567582543
181,67,67,2020-08-03,127000.0,500.0,1868315,824405,544658,279747,83830,357753,-273923,-5824,,960080,965904,51.38748016260642,-8.306137425475619,51.69920489853157,-9.066787239501394,-0.3117247359251518,14.973224536547637,-14.66149980062249
182,66,66,2020-08-04,132500.0,5500.0,2492506,828974,653997,174977,175665,323913,-148248,-26729,,1487867,1514596,59.69361758808203,6.6026294947197055,60.76599213803296,2.223795661571714,-1.072374549950933,7.0201235222703575,-5.947748972319426
183,65,65,2020-08-05,134000.0,1500.0,1859551,650635,582941,67694,221662,187988,33674,-101368,,987254,1088622,53.09098809336234,-9.413423670615598,58.54219647646125,-7.508110255605949,-5.4512083830989315,3.6403411361129647,1.810867246985966
184,64,64,2020-08-06,144500.0,10500.0,4040334,1173744,1068167,105577,341203,303514,37689,-143266,,2525387,2668653,62.50441176397793,-4.165268125750572,66.0503067320672,9.605209630434508,-3.545894968089272,2.6130760476732866,0.9328189204159856
185,63,63,2020-08-07,147000.0,2500.0,3208082,940733,932210,8523,128531,465067,-336536,328013,,2138818,1810805,66.6696798897285,-4.5846880508728285,56.44509710163269,-10.112820919073407,10.224582788095816,0.26567276023493164,-10.490255548330747
186,62,62,2020-08-10,170000.0,23000.0,8460795,1959909,2254899,-294990,472200,574567,-102367,397357,,6028686,5631329,71.25436794060133,-2.484380888792898,66.5579180207061,1.7489470115900474,4.696449919895233,-3.486551795664592,-1.2098981242306426
187,61,61,2020-08-11,179000.0,9000.0,6776406,1504917,1582625,-77708,274652,802062,-527410,605118,,4996837,4391719,73.73874882939424,1.6976813100965416,64.80897100911605,9.578763299227118,8.929777820278183,-1.146743568788529,-7.783034251489654
188,60,60,2020-08-12,172000.0,-7000.0,4877139,1149116,1271291,-122175,214480,912194,-697714,819889,,3513543,2693654,72.04106751929768,0.7859289065236368,55.23020770988894,1.1060214512643327,16.810859809408754,-2.5050547052277987,-14.305805104180957
189,59,59,2020-08-13,170000.0,-2000.0,3997431,992121,1001438,-9317,156935,832416,-675481,684798,,2848375,2163577,71.25513861277405,9.381850624298368,54.12418625862461,-2.7461459158028774,17.130952354149453,-0.233074692221079,-16.897877661928373
190,58,58,2020-08-14,167000.0,-3000.0,4469158,1284994,1518691,-233697,418949,408842,10107,223590,,2765215,2541625,61.873287988475674,-5.9421860996005895,56.87033217442748,-7.859499727189365,5.002955814048193,-5.229105795767347,0.2261499817191516
191,57,57,2020-08-18,158000.0,-9000.0,4328953,963794,792185,171609,429459,734644,-305185,133576,,2935700,2802124,67.81547408807627,9.291136985294685,64.72983190161685,2.175089411865059,3.085642186459405,3.964214903696113,-7.049857090155518
192,56,56,2020-08-19,164500.0,6500.0,3298626,973161,916640,56521,394966,318539,76427,-132948,,1930499,2063447,58.5243371027816,-16.908935178287653,62.55474248975179,1.8568735158623115,-4.0304053869702114,1.7134710027750948,2.3169343841951164
193,55,55,2020-08-20,155000.0,-9500.0,3630223,724525,876430,-151905,167302,550325,-383023,534928,,2738396,2203468,75.43327228106924,10.572472306872728,60.69786897388948,-0.7344402930014411,14.735403307179752,-4.184453682321995,-10.550949624857756
194,54,54,2020-08-21,156000.0,1000.0,3348383,756623,686027,70596,419972,605367,-185395,114799,,2171788,2056989,64.86079997419651,5.745634403849684,61.432309266890925,-0.06958120486974906,3.428490707305586,2.108360961096744,-5.5368516684023295
195,53,53,2020-08-24,161500.0,5500.0,2904566,931720,768423,163297,255807,349780,-93973,-69324,,1717039,1786363,59.115165570346825,-2.2714980455545586,61.501890471760674,0.2690968030671144,-2.3867249014138427,5.622079167765511,-3.2353542663516683
196,52,52,2020-08-25,166000.0,4500.0,3304089,964798,762302,202496,311021,518601,-207580,5084,,2028270,2023186,61.386663615901384,-6.154423878991338,61.232793668693546,0.4492639911700209,0.15386994720783853,6.128648471636206,-6.282518418844044
197,51,51,2020-08-26,167500.0,1500.0,2638394,640156,755594,-115438,216238,279091,-62853,178291,,1782000,1603709,67.54108749489272,-6.614327097288594,60.783529677523525,2.1869612512318284,6.757557817369203,-4.375313163992944,-2.3822446533762585
198,50,50,2020-08-27,163500.0,-4000.0,2427108,488676,809357,-320681,138600,195549,-56949,377630,,1799832,1422202,74.15541459218132,12.148954901712345,58.596568426291704,-16.695887275508646,15.558846165889609,-13.212473445763436,-2.346372720126175
199,49,49,2020-08-28,172000.0,8500.0,5571784,1504633,1078484,426149,612285,298167,314118,-740267,,3454866,4195133,62.00645969046897,3.664738707849701,75.29245570180035,21.994185585753197,-13.285996011331381,7.648340280240584,5.637655731090796
200,48,48,2020-08-31,176500.0,4500.0,5275614,1265543,962668,302875,932187,1501135,-568948,266073,,3077884,2811811,58.341720982619286,-3.467601869217539,53.29827011604714,-10.503994070619932,5.043450866572118,5.7410379152075945,-10.784488781779714
201,47,47,2020-09-01,180000.0,3500.0,2704194,653513,690206,-36693,379237,288651,90586,-53893,,1671444,1725337,61.809322851836825,-6.2263725353498955,63.80226418666708,12.73847807865993,-1.9929413348302676,-1.3568922939700332,3.349833628800301
202,46,46,2020-09-02,176000.0,-4000.0,2825239,668237,859756,-191519,234831,522809,-287978,479497,,1922171,1442674,68.03569538718669,6.092441063383383,51.06378610800714,-1.9489477303355471,16.971909279179567,-6.778860124754047,-10.19304915442552
203,45,45,2020-09-03,176500.0,500.0,1841550,381389,493517,-112128,319445,371777,-52332,164460,,1140716,976256,61.94325432380332,-6.126490489518522,53.012733838342704,-5.4258779854787615,8.930520485460617,-6.08878390486275,-2.8417365805978663
204,44,44,2020-09-04,172500.0,-4000.0,2886867,648899,944090,-295191,272885,255732,17153,278038,,1965083,1687045,68.06974481332185,-2.437538018763888,58.43861182382146,0.0982179686842457,9.631132989500383,-10.225306534731253,0.594173545230868
205,43,43,2020-09-07,170000.0,-2500.0,1516649,325372,478525,-153153,121929,153305,-31376,184529,,1069348,884819,70.50728283208574,-1.2135928423374909,58.340393855137215,9.344943108720344,12.166888976948524,-10.098117626425099,-2.0687713505234235
206,42,42,2020-09-08,168000.0,-2000.0,1933504,480333,736126,-255793,66445,250049,-183604,439397,,1386726,947329,71.72087567442324,-0.9253881775846652,48.99545074641686,-10.928832361180037,22.725424928006355,-13.229504567872631,-9.495920360133724
207,41,41,2020-09-09,167500.0,-500.0,1685225,319295,515692,-196397,141677,159674,-17997,214394,,1224253,1009859,72.64626385200789,19.82345060762196,59.9242831075969,13.967974108119463,12.721980744410985,-11.654052129537599,-1.0679286148733849
208,40,40,2020-09-10,169000.0,1500.0,1326177,436508,548864,-112356,189145,167851,21294,91062,,700524,609462,52.82281324438594,-3.047720525597775,45.956308999477436,-12.144755888345964,6.866504244908485,-8.472172266597898,1.6056680216894126
209,39,39,2020-09-11,171500.0,2500.0,1538378,466606,481611,-15005,212272,162953,49319,-34314,,859500,893814,55.87053376998371,-5.387224725175044,58.10106488782341,-15.35698089659774,-2.2305311178396985,-0.9753779630233922,3.2059090808630915
210,38,38,2020-09-14,180000.0,8500.0,3145262,989426,661467,327959,229119,173347,55772,-383731,,1926717,2310448,61.25775849515875,-6.5193557279773975,73.45804578442116,9.568323775154157,-12.20028728926239,10.427080478510216,1.7732068107521726
211,37,37,2020-09-15,179000.0,-1000.0,2644009,753776,697650,56126,98200,257109,-158909,102783,,1792033,1689250,67.77711422313615,12.327864039044329,63.889722009267,-4.857909783574228,3.8873922138691657,2.12276130678829,-6.0101535206574574
212,36,36,2020-09-16,183500.0,4500.0,3401835,945776,729497,216279,569767,333657,236110,-452389,,1886292,2338681,55.44925018409182,-11.602956738479405,68.74763179284122,2.6958404745453635,-13.298381608749395,6.357715762228327,6.9406658465210676
213,35,35,2020-09-17,184000.0,500.0,4383978,1040609,1089020,-48411,403815,399262,4553,43858,,2939554,2895696,67.05220692257123,5.089351726783762,66.05179131829586,21.14228113236286,1.0004156042753864,-1.1042710524550992,0.10385544817971258
214,34,34,2020-09-18,181000.0,-3000.0,2584103,754440,864690,-110250,228479,558905,-330426,440676,,1601184,1160508,61.96285519578747,2.575865143940668,44.90951018593299,-17.471562539993727,17.053345009854482,-4.266470802440924,-12.786874207413561
215,33,33,2020-09-21,185000.0,4000.0,3133848,968910,905897,63013,303840,273023,30817,-93830,,1861098,1954928,59.3869900518468,-12.366395662899132,62.38107272592672,9.890150497926227,-2.994082674079917,2.0107229195544902,0.9833597545254268
216,32,32,2020-09-22,179500.0,-5500.0,3042046,724455,1050681,-326226,134820,394567,-259747,585973,,2182771,1596798,71.75338571474595,4.561178040409217,52.490922228000485,-7.926513942218385,19.262463486745435,-10.723900953503005,-8.538562533242429
217,31,31,2020-09-23,179500.0,0.0,3481682,920042,1063345,-143303,222221,314794,-92573,235876,,2339419,2103543,67.19220767433671,-2.5181418514044367,60.417436170218885,7.2196901488839185,6.7747715041178385,-4.1159129409291255,-2.658858563188712
218,30,30,2020-09-24,171500.0,-8000.0,2841908,698006,825321,-127315,162798,504756,-341958,469273,,1981104,1511831,69.71034952574115,1.374582378426311,53.197746021334964,-11.460434313929536,16.512603504406194,-4.479912790984085,-12.03269071342211
219,29,29,2020-09-25,170000.0,-1500.0,2076987,477428,497972,-20544,180234,236073,-55839,76383,,1419325,1342942,68.33576714731484,13.635580729825492,64.65818033526449,-6.125987779416818,3.6775868120503397,-0.9891251124826492,-2.688461699567691
220,28,28,2020-09-28,175500.0,5500.0,1374871,359279,332206,27073,263535,69474,194061,-221134,,752057,973191,54.70018641748935,0.9359066247221576,70.78416811468131,9.176669990635807,-16.083981697191955,1.9691301947600903,14.114851502431865
221,27,27,2020-09-29,178500.0,3000.0,1475249,282548,266944,15604,399544,299441,100103,-115707,,793157,908864,53.76427979276719,-3.612751991250782,61.6074981240455,-13.735444331000945,-7.843218331278313,1.0577197476493798,6.785498583628932
222,26,26,2020-10-05,187000.0,8500.0,2732820,607218,336792,270426,557591,337041,220550,-490976,,1568011,2058987,57.37703178401797,-17.100366426390806,75.34294245504644,14.579428950990994,-17.96591067102846,9.895492568116449,8.07041810291201
223,25,25,2020-10-06,182500.0,-4500.0,2143171,416124,415615,509,130869,425290,-294421,293912,,1596178,1302266,74.47739821040878,13.302515257689867,60.76351350405545,8.79452070243844,13.713884706353342,0.02374985477127117,-13.737634561124613
224,24,24,2020-10-07,183000.0,500.0,1512423,433204,359085,74119,153996,367347,-213351,139232,,925223,785991,61.174882952718896,-8.099325061796018,51.96899280161701,12.756242426575731,9.205890151101908,4.9006792411911215,-14.106569392293027
225,23,23,2020-10-08,180500.0,-2500.0,1750474,356303,689564,-333261,181544,374501,-192957,526218,,1212627,686409,69.27420801451493,8.454349603137091,39.21275037504128,-10.453394551829577,30.061457639473648,-19.038329046875305,-11.023128592598347
226,22,22,2020-10-12,180000.0,-500.0,1655359,317211,475168,-157957,331361,358038,-26677,184634,,1006787,822153,60.81985841137784,-0.07533445707171893,49.66614492687085,3.8277781296812634,11.153713484506984,-9.54215973695132,-1.6115537475556665
227,21,21,2020-10-13,179000.0,-1000.0,1728432,427329,797328,-369999,248571,138819,109752,260247,,1052532,792285,60.89519286844956,1.6202325825289137,45.8383667971896,5.127627260411707,15.056826071259964,-21.406627509789217,6.349801438529258
228,20,20,2020-10-14,178000.0,-1000.0,1930046,455225,777344,-322119,330787,366966,-36179,358298,,1144034,785736,59.27496028592064,-7.569191492510412,40.71073953677788,-11.378295713113305,18.564220749142766,-16.689705841207928,-1.8745149079348369
229,19,19,2020-10-15,176000.0,-2000.0,1587551,408393,610763,-202370,117973,149848,-31875,234245,,1061185,826940,66.84415177843104,-11.795826603044574,52.089035249891175,8.182475316348125,14.75511652853987,-12.747307015648632,-2.0078095128912388
230,18,18,2020-10-16,172000.0,-4000.0,3197258,569978,1469864,-899886,112957,323588,-210631,1110517,,2514323,1403806,78.63997838147561,6.758531223403082,43.906559933543065,-5.267262396789931,34.73341844793257,-28.145554722202586,-6.587863725729985
231,17,17,2020-10-19,168000.0,-4000.0,2230634,558051,920507,-362456,69171,213239,-144068,506524,,1603412,1096888,71.88144715807255,17.51633171414533,49.173822330333,-5.623701030330949,22.707624827739558,-16.249012612557685,-6.458612215181872
232,16,16,2020-10-20,167500.0,-500.0,5697398,2005844,1751522,254322,594157,823843,-229686,-24636,,3097397,3122033,54.36511544392722,6.098462256985207,54.79752336066394,16.211338223082713,-0.4324079167367279,4.4638271716316815,-4.031419254894954
233,15,15,2020-10-21,165500.0,-2000.0,1760669,799928,910690,-110762,110925,170604,-59679,170441,,849816,679375,48.26665318694201,-8.465801044812437,38.586185137581225,-17.798376327002636,9.680468049360783,-6.290904196075469,-3.389563853285314
234,14,14,2020-10-22,162500.0,-3000.0,1700524,407191,525519,-118328,328584,216172,112412,5916,,964749,958833,56.73245423175445,9.068631970653726,56.384561464583854,0.6103084660679912,0.34789276717058976,-6.958325786639882,6.610433019469293
235,13,13,2020-10-23,167000.0,4500.0,1883932,791789,647128,144661,194189,186055,8134,-152795,,897954,1050749,47.66382226110072,7.713405494904251,55.77425299851586,0.7090337850293338,-8.11043073741515,7.6786741771996025,0.4317565602155492
236,12,12,2020-10-26,171500.0,4500.0,3018359,1519650,1077909,441741,292862,278384,14478,-456219,,1205847,1662066,39.95041676619647,-5.881881714921796,55.065219213486536,5.373022441260922,-15.114802447290067,14.635137834830116,0.4796646124599493
237,11,11,2020-10-27,172500.0,1000.0,3317704,1251963,1300054,-48091,545161,369010,176151,-128060,,1520580,1648640,45.83229848111826,5.525619833129689,49.69219677222562,11.358070004957154,-3.859898291107344,-1.4495265400409443,5.309424831148288
238,10,10,2020-10-28,173500.0,1000.0,1419988,569298,571785,-2487,278340,303863,-25523,28010,,572350,544340,40.306678647988576,-24.332262651554657,38.334126767268465,-7.833398865302504,1.9725518807201188,-0.17514232514640968,-1.797409555573709
239,9,9,2020-10-29,170000.0,-3500.0,1484537,389200,595868,-206668,135748,203295,-67547,274215,,959589,685374,64.63894129954323,-1.041078586716722,46.167525632570964,7.106999927445365,18.471415666972266,-13.921377506926406,-4.550038160045859
240,8,8,2020-10-30,164500.0,-5500.0,1452259,342614,592599,-249985,155801,292400,-136599,386584,,953844,567260,65.68001988625996,25.540173967649217,39.060525705125606,-20.42692132761504,26.619494181134357,-17.21352733913165,-9.4059668420027
